sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,text
12,27,31,32,31,0,1,0,0,0,الدراسة بالجامعة على عكس المتوقع تطلبت مني مجهودا كبيرا و أخذت مني الوقت الكثير الذي كان من الممكن أن أقضيه مع عائلتي مثلا أو في تعلم هواية جديدة. الدراسة بالجامعة تتطلب أيضا شخصية شجاعة و إجتماعية، فالتعرف على زملاء جدد و الدراسة معهم يمكن أن يساهم بشكل كبير في التحصيل الدراسي الجيد.
14,12,36,36,34,0,0,1,1,0,بدء يومي هذا بعد ان قرأت بضعا من القرآن الكريم بعد صلاة الفجر، فتحته و قرأت من سورة الإسراء فإذا بي اقرا (أَقِمِ الصَّلَاةَ لِدُلُوكِ الشَّمْسِ إِلَى غَسَقِ اللَّيْلِ وَقُرْآنَ الْفَجْرِ إِنَّ قُرْآنَ الْفَجْرِ كَانَ مَشْهُودًا) و ها أنا أتذرع بين يدي الله في الوقت الذي ذكره هو سبحانه و تعالى.. غمرتني السعادة، و كأن الخطاب موجه إلي بالذات
24,31,34,26,30,0,1,0,0,0,عندما بدأت الدراسة في الجامعة، كنت أشعر بالقليل من الوحدة .. فهي بداية لمرحلة جديدة من حياتي لم أكن املك فيها كثيرا من الأصدقاء، و خاصة أنني انفصلت عن أصدقائي. لكن سرعان ما تعرفت عن أناس جدد، كانتفعلا مرحلة قاسية لكن انتهت بذكريات رائعة.
26,32,28,34,32,0,1,0,1,0,أمر بأسبوع متوتر الى حد ما، نظرا لإقتراب الامتحانات والتفكير المتزايد في الدراسة وكذا الخطوات الواجب اتخاذها لتمر هاته الفترة على ما يرام .. أحاول الخروج من مساحة الأمان الخاصة بي و تعلم شيء جديد 
24,33,36,27,34,0,1,1,0,0,حياتي أصبحت رأسا على عقب أو جعلتها كذلك تفلتت الامور من بين يدي  ولم أعد قادرة على السيطرة . كل شيء يسير نحو المجهول.. ألم و خوف يجعلاني أقف دون حراك  أترقب عناية إلاهية و معجزة من السماء  ..
21,32,30,29,40,0,1,0,0,1,أنا أستمتع حقًا بكوني مركز الاهتمام بين أصدقائي وأغضب إذا لم أكن كذلك ؛ هذا يجعلني غاضبًا في بعض الأحيان لا أعرف لماذا  ، أعرف أنه سلوك سيء وأحاول التخلص منه . من أجل معالجة هذا ، قرأت أنني بحاجة إلى تنظيف أفكاري ومحاولة إعطاء الكثير من الاهتمام للناس ، سيحبونني مما سيساعدني على الشعور بالرضا من الاهتمام .
29,24,40,33,47,1,0,1,0,1,يصعب ضبط الانفعالات خاصة تحت الضغظ. و الاتزان السلوكي ضرورة للنجاح و الابداع و التقدم. ربما البحث عن الدقة و الفعالية و المردوية العالية يشكل عامل مؤثر في زيادة الضغظ. بالإضافة للتطلعات الاجتماعية الوظيفية من أجل تحقيق الذات. كما يصعب تحقيق المتعة و الاستمتاع بتحصيل المعرفة و إنتاجها عندما يرتبط النجاح بالضغط المتواصل على فترة طويلة . 
22,21,37,29,28,0,0,1,0,0,"ساعبر عن الحب الاول او الحب العذري الذي يختلج الفؤاد اول مرة خصوصا في ايام البراءة والطفولة و الذي يستمر معك في مراحل حياتك دون كلام.
عندما يذهب كل في طريقه ويشق حيانه بعيدا عن الاخر.
وتشاء الصدف شيئا آخر ويقع اللقاء الصامت من جديد و عذاب الحب من جديد فاعلم انك شقي ...."
32,40,23,40,34,1,1,0,1,0,"انا انسانة مزاجية تحب الالتزام بالوقت والعمل والتنظيم  والحياة اصعب من توقعاتنا تصيبنا بالتحباط واليأس اذا تعارضت افكارنا معها.
 والتجربية الحياتية اكبر مختبر للانسان في اكسابه فن التعامل والتواصل الجتماعي.وشكرا"
28,15,33,40,44,1,0,0,1,1,تجربة الدراسة بالجامعة كانت تجربة رائعة وصعبة في الوقت ذاته. صعبة كانت لأن المدينة التي كنت أدرس حينها بها بعيدة جدا عن الأهل ورائعة لبداية اكتشافي لذاتي وشخصيتي انطلاقا من الاحتكاك مع الآخرين. أول نقطة إيجابية استفدته من الجامعة هي التحدث بالدارجة المغربية لكوني منحدرة من أصول أمازيغية حيث كانت هذه الأخيرة هي المتداولة بكثرة و في جميع الأماكن. إلى جانب هذا تعلمت مجموعة من المعارف التقنية و العلمية التي لها علاقة بالعلوم بصفة عامة و مجال التكنولوجيا و المعلوميات بالخصوص. 
28,28,31,35,38,1,1,0,1,1,اتعصب عندما اشتغل في إطار فريق عمل و أجد البعض غير مبال مما يجعلني انفعل بشدة و أشعر باحساس سلبي اتجاه الشخص او الأشخاص المعنية و ممكن ان تتوتر الأمور في الخارج وتصبح العلاقة متوترة
27,19,42,39,36,1,0,1,1,0,لقد قضيت الاسبوع الماضي وأنا أحاول كتابة مقالة علمية حول موضوع أطروحتي، أشعر بأن أفكاري مشتتة وأنني ضائعة لا سيما أنني في السنة الثالثة، لكن يقيني في الله عز وجل كبير و سوف أنجح إن شاء الله. 
33,8,38,45,43,1,0,1,1,1,علمتني الحياة ان اكون صبوىة متفائلة احب الخير للجميع واساعدهم في مواقفهم الصعبة لاانتظر جزاء لان من يعمل خيرا يجده  وان الاخلاص في العمل تجزى عليه من عند الخالق واذا امنت بشيء قم به لاتنتظر حتى يقوم به الاخرون والصدق والعمل الجاد مفتاح النجاح
27,17,31,34,44,1,0,0,1,1,"كانت المرحلة الجامعية أجمل مرحلة مرت في حياتي، حيث اتسمت بالحيوية والحماس عكس مرحلة العمل مليئة بالروتين والملل.
أما يومي فقد مر عاديا جدا بعد العمل قمت بزيارة طبيب الأسنان وأتممت بعض الأغراض الإدارية وعدت متعبة جدا للمنزل."
25,19,35,37,40,0,0,0,1,1,"تجربتي الدراسية و رغم طولها الزمني (حوالي 7 سنوات بعد الباكالوريا )اهلتني للاندماج في سوق الشغل ، لكن طموحي مند الصغر كان ولوج وظيفة مدرس في الجامعة ، هذا الطموح لازال قائما لاني واصلت دراستي الجامعية وانا الان حاصل على الماستر ، بأقصى تقدير 5سنوات وستحصل على مرادي . احاول الان التوفيق بين حياتي الزوجية وتحقيق أحلامي وأحلام زوجتي وعاىلتي وبالخصوص تربيت ابنائي ليصبحوا مواطني الغد لما هو مصلحة لنفسهم وللوطن .
كل هذه الأهداف كانت بتوفيق من الله وبمساعدة الوالدين أطال الله في عمرهما واتمنى لهما كل السعادة في الدنيا والآخرة والسلام عليكم ورحمة الله وبركاته. "
23,20,31,31,31,0,0,0,0,0,ان مسار الحياة من الدراسة إلى العمل الى الحياة العالمية مر كما شاءت أقدار الله وكل من سار على الدرب وطل لا يمكن التخطيط لكل امر وكما قال الكندي ما مضى فات والمسلم غيب ولك الساعة التي انت فيها
29,31,25,34,40,1,1,0,1,1,كلما اختلف مكان تواجدك و أشخاص الذين من حولي تبدأ شخصيتي تتأثر بهم بشكل، دائما يكون هذا تأثير بأفكار سلبية و احباطات قد ترجع مزاجك حزين و لا تملك رؤية واضحة و متفاءلة حول مستقبلك، لا تجعل اخرين يؤثرين عليك ، 
20,40,22,30,34,0,1,0,0,0,تجربتي الجامعية فاشلة بكل المقاييس حاصل على الاجازة وليس لدي طريقة لولوج سلك المستور الدي احلم بيه والدكتورة التي تشغلني يوميا.رغم حصولي على علامات جيدة فالبكالوريا وسلوك الاجازة اشعر يوميا باللبن وعدم الرصا
26,32,32,42,50,0,1,0,1,1,"النجاح في الحياة العملية والشخصية تنبني على خلق التوازن. التوازن في الانفتاح و الثقة والمثابرة ومعرفة نقاط الضعف كالمزاجية والتعامل معها كآليات دفاعية للشخصية لا كنواقص يجب اخفائها. 
الاسبوع كان مثمرا على صعيد العمل والحمد لله. اتممت مشاريع وأعمل على أخرى مستقبلية. "
26,27,28,37,39,0,1,0,1,1,"الدراسة بالجامعة حسب تجربتي تنقصها الجدية والفعالية لدى الكثير من الأساتذة والطلبة على السواء إذ تغلب عليها النفعية. 
بالنسبة المحيط فهي هدر الوقت أما المستقبل فهي مهمة معنويا بالنسبة لي.
 الأحداث روتينية يوما بعد يوم وما يساعد على تجاوزها هو المطالعة خاصة"
31,28,33,29,31,1,1,0,0,0,"الدراسة في الجامعة تجربة ناجحة في الحياة
العمل في التعليم يشعرني بمكاني في المجتمع
حياتي بسيطة وهادئة لا أصعب الأمور كثيرا 
اعيش الحياة كما هي.
أنا مقتنع بأن الرزق من الله والعمل من العبد فقم بعملك جيدا وانتظر الجزاء من الله. "
